test, size, density, tree, frederickson, randomized, exact, even
1, 100, 0.1, path, 2, 2, 2
2, 100, 0.1, path, 2, 2, 2
3, 100, 0.1, path, 2, 2, 2
4, 100, 0.1, path, 2, 2, 2
1, 100, 0.1, star, 98, 62, 50
2, 100, 0.1, star, 98, 63, 51
3, 100, 0.1, star, 98, 63, 51
1, 100, 0.1, starlike, 42, 31, 23
2, 100, 0.1, starlike, 97, 64, 49
3, 100, 0.1, starlike, 23, 18, 14
1, 100, 0.1, caterpillar, 18, 15, 11
2, 100, 0.1, caterpillar, 7, 7, 6
3, 100, 0.1, caterpillar, 82, 54, 44
1, 100, 0.1, lobster, 44, 31, 24
2, 100, 0.1, lobster, 48, 35, 26
3, 100, 0.1, lobster, 62, 43, 34
1, 100, 0.1, random, 38, 28, 21
2, 100, 0.1, random, 38, 29, 21
3, 100, 0.1, random, 39, 26, 21
1, 100, 0.5, path, 1, 2, 1
2, 100, 0.5, path, 1, 1, 1
3, 100, 0.5, path, 1, 2, 1
1, 100, 0.5, star, 98, 62, 50
2, 100, 0.5, star, 98, 62, 50
3, 100, 0.5, star, 98, 62, 50
1, 100, 0.5, starlike, 15, 13, 9
2, 100, 0.5, starlike, 90, 59, 46
3, 100, 0.5, starlike, 1, 1, 1
1, 100, 0.5, caterpillar, 80, 54, 41
2, 100, 0.5, caterpillar, 48, 34, 26
3, 100, 0.5, caterpillar, 37, 29, 20
1, 100, 0.5, lobster, 76, 51, 39
2, 100, 0.5, lobster, 52, 37, 27
3, 100, 0.5, lobster, 69, 47, 36
1, 100, 0.5, random, 41, 30, 22
2, 100, 0.5, random, 39, 28, 20
3, 100, 0.5, random, 38, 28, 20
1, 100, 0.8, path, 1, 2, 1
2, 100, 0.8, path, 1, 1, 1
3, 100, 0.8, path, 1, 1, 1
1, 100, 0.8, star, 98, 63, 50
2, 100, 0.8, star, 98, 63, 50
3, 100, 0.8, star, 98, 64, 50
1, 100, 0.8, starlike, 91, 59, 46
2, 100, 0.8, starlike, 54, 39, 28
3, 100, 0.8, starlike, 94, 60, 48
1, 100, 0.8, caterpillar, 90, 60, 46
2, 100, 0.8, caterpillar, 79, 54, 40
3, 100, 0.8, caterpillar, 60, 42, 31
1, 100, 0.8, lobster, 66, 45, 34
2, 100, 0.8, lobster, 64, 44, 33
3, 100, 0.8, lobster, 67, 47, 34
1, 100, 0.8, random, 37, 29, 20
2, 100, 0.8, random, 35, 27, 18
3, 100, 0.8, random, 33, 25, 18
1, 1000, 0.1, path, 1, 2, 1
2, 1000, 0.1, path, 2, 2, 2
3, 1000, 0.1, path, 2, 2, 2
1, 1000, 0.1, star, 998, 674, 501
2, 1000, 0.1, star, 998, 674, 500
3, 1000, 0.1, star, 998, 676, 501
1, 1000, 0.1, starlike, 861, 606, 432
2, 1000, 0.1, starlike, 101, 92, 53
3, 1000, 0.1, starlike, 802, 577, 403
1, 1000, 0.1, caterpillar, 970, 657, 488
2, 1000, 0.1, caterpillar, 838, 587, 420
3, 1000, 0.1, caterpillar, 495, 392, 250
1, 1000, 0.1, lobster, 127, 113, 66
2, 1000, 0.1, lobster, 925, 639, 464
3, 1000, 0.1, lobster, 344, 285, 174
1, 1000, 0.1, random, 343, 282, 175
2, 1000, 0.1, random, 361, 294, 182
3, 1000, 0.1, random, 365, 299, 185
1, 1000, 0.5, path, 1, 2, 1
2, 1000, 0.5, path, 2, 2, 2
3, 1000, 0.5, path, 2, 2, 2
1, 1000, 0.5, star, 998, 676, 500
2, 1000, 0.5, star, 998, 675, 500
3, 1000, 0.5, star, 998, 674, 500
1, 1000, 0.5, starlike, 271, 232, 136
2, 1000, 0.5, starlike, 145, 130, 73
3, 1000, 0.5, starlike, 855, 598, 429
1, 1000, 0.5, caterpillar, 660, 493, 331
2, 1000, 0.5, caterpillar, 210, 183, 106
3, 1000, 0.5, caterpillar, 898, 628, 450
1, 1000, 0.5, lobster, 577, 438, 290
2, 1000, 0.5, lobster, 551, 425, 277
3, 1000, 0.5, lobster, 409, 331, 205
1, 1000, 0.5, random, 359, 296, 180
2, 1000, 0.5, random, 367, 301, 184
3, 1000, 0.5, random, 362, 296, 182
1, 1000, 0.8, path, 1, 2, 1
2, 1000, 0.8, path, 1, 2, 1
3, 1000, 0.8, path, 1, 1, 1
1, 1000, 0.8, star, 998, 669, 500
2, 1000, 0.8, star, 998, 677, 500
3, 1000, 0.8, star, 998, 678, 500
1, 1000, 0.8, starlike, 141, 123, 71
2, 1000, 0.8, starlike, 496, 389, 249
3, 1000, 0.8, starlike, 600, 452, 301
1, 1000, 0.8, caterpillar, 974, 658, 488
2, 1000, 0.8, caterpillar, 734, 530, 368
3, 1000, 0.8, caterpillar, 466, 360, 234
1, 1000, 0.8, lobster, 954, 651, 478
2, 1000, 0.8, lobster, 756, 546, 379
3, 1000, 0.8, lobster, 537, 416, 269
1, 1000, 0.8, random, 371, 301, 186
2, 1000, 0.8, random, 345, 285, 173
3, 1000, 0.8, random, 395, 320, 198
1, 10000, 0.1, path
